Annual_GHI_kWh,Average_PSH,Diffuse_Fraction_mean,Beam_Ratio_mean,GHI_hourly_std_mean,GHI_daily_std_mean,Avg_Temperature,Avg_Wind,Total_Precip_mm
107436.20249999998,293.5415368852459,0.684186942246164,0.4579173790828919,85.64863903137687,287.70634016859884,32.50426312785388,1.1461130136986302,2526.0
