Annual_GHI_kWh,Average_PSH,Diffuse_Fraction_mean,Beam_Ratio_mean,GHI_hourly_std_mean,GHI_daily_std_mean,Avg_Temperature,Avg_Wind,Total_Precip_mm
121179.7289,331.09215546448087,inf,0.28860921534596085,39.33935606456728,313.50023896546855,32.44440296803653,2.368093417047184,726.4
