Annual_GHI_kWh,Average_PSH,Diffuse_Fraction_mean,Beam_Ratio_mean,GHI_hourly_std_mean,GHI_daily_std_mean,Avg_Temperature,Avg_Wind,Total_Precip_mm
126438.0482,345.4591480874317,,,35.07160135207156,323.5671666487061,35.24602568493151,2.1211128234398786,1001.2
